package Sundance::rurban::2022; # -*- perl -*-
#!/usr/bin/perl
# Sundance 2022 Critics Ratings
# {'A+' => 10,  'A' => 9,   'A-' => 8,
#  'B+' => 7,   'B' => 6,   'B-' => 5,
#  'C+' => 4,   'C' => 3,   'C-' => 2,
#  'D+' => 1.5, 'D' => 1,   'D-' => 1,
#  'E+' => 0.5, 'E' => 0.5, 'E-' => 0.5,
#  'F+' => 0,   'F' => 0,   'F-' => 0};
# SLCWeekly: 0-4stars:
# 0.5 - 1.25, 1 - 2.5, 1.5 - 3.75, 2 -> 5, 2.5 - 6.25, 3 - 7.5, 3.5 - 8.75, 4 - 10

use utf8;
our $DATA= <<'EOF';

U.S. DRAMATIC COMPETITION

"892" (Abi Damaris Corbin) [U.S. Dramatic]
Peter Bradshaw    6    https://www.theguardian.com/film/2022/jan/21/892-review-john-boyega-holds-together-by-the-book-hostage-drama
Tim Grierson            https://www.screendaily.com/reviews/892-sundance-review/5166766.article
Cristina            8
mjfilms             8
Travis Thomas       8
Hannah Pedersen     8
Ed Hu               8
nathan_h            8
diana               8
Jasmine Graham      8
beenit              8
Allie               8
Gabe Ellington      8
Bobby Mageau        8
Dalton              8
Sean Blanford       8
Kenny Bacak         8
tylercarthron       8
Phaedra             8
erinstock           8
tc579               8
Austin              8
K. Sully            8
tishzka             8
Colin Mullett       8
Evilevan14          8
Hesting             7   https://letterboxd.com/hesting/film/the-princess-2022/
Stuart Myerburg     7   https://letterboxd.com/kingtide/film/the-princess-2022/
Rafa Sales Ross     7
laslo rojas         7   https://letterboxd.com/amnesico/film/the-princess-2022/
Jen                 7
Erika               7   https://letterboxd.com/mselaaron/film/the-princess-2022/
Keegan Hewlett      7   https://letterboxd.com/keeganhewlett/film/the-princess-2022/
Kolin               7   https://letterboxd.com/kolintk/film/the-princess-2022/
Jess                7   https://letterboxd.com/127bluehearts/film/the-princess-2022/
Jason_BE            7   https://letterboxd.com/jason_be/film/the-princess-2022/
loquaciousmuse      7
Corey Craft         7   https://letterboxd.com/yeroc7890/film/the-princess-2022/
Austin_N            7
wulfgar111          7
Nate Adams          7   https://letterboxd.com/theonlycritic/film/the-princess-2022/
Brian Skutle        7   https://letterboxd.com/brianskutlesc/film/the-princess-2022/
Stevie Wong         7   https://letterboxd.com/wongie/film/the-princess-2022/
Shashwat            7
Corrin              7   https://letterboxd.com/corrin/film/the-princess-2022/
Ben Delgado         7   https://letterboxd.com/bendelgado/film/the-princess-2022/
Ally ninja          7
Cortney             7   https://letterboxd.com/cortney_weaver/film/the-princess-2022/
Kevin Wozniak       7   https://letterboxd.com/kevflix/film/the-princess-2022/
Zachary Weiss       7   https://letterboxd.com/aprespompeii/film/the-princess-2022/
ericcook            7
Cody Dericks        7
Andrew              7
gabirice            7
humzaakbar          7
Zach Pope           7   https://letterboxd.com/zachpopereviews/film/the-princess-2022/
Mariana Mijares     7
James Risk          7
Andrew Jupin        7   https://letterboxd.com/jupinwhm/film/the-princess-2022/
Zachary Culleton ☃️ 7   https://letterboxd.com/zculleton/film/the-princess-2022/
Valentina Povolo    7
Tyler Tompkins      7
Kevin Ely           7
David Ramon         7
Chris Martinez      7   https://letterboxd.com/csmartin43/film/the-princess-2022/
ZacharyBinx         7   https://letterboxd.com/zacharybinx/film/the-princess-2022/
scollins37          7   https://letterboxd.com/scollins37/film/the-princess-2022/
Steven Golden       7
Bobby Harris        7   https://letterboxd.com/rygarfrost/film/the-princess-2022/
chris_zjx           7   https://letterboxd.com/chris_zjx/film/the-princess-2022/
Mark Pagán          7
BloodyFootSex       7
Daniel Hoag         7
Christina           7
Bryan Sudfield      7
mottomatic          7
Rachel West         7
Spencer             7
thisisowl           7
danuv               7
Ryder Jiron         6   https://letterboxd.com/ryder97/film/the-princess-2022/
CharlieNorth1       6
Alex Jasen          6
Justin Ahrens       6
MoonfallFan1969     6
Nick Johnston       6
Gavin Briscoe       6
Peter Knegt         6
Trevor Matteson @Sundance2022 6
Christian Ortega    6
JM Martínez         6
Ale Bellido         6
Ryan McQuade        6
mira                6
Ernesto             6   https://letterboxd.com/ernesto_/film/the-princess-2022/
Elliot              6   https://letterboxd.com/aberdeenwaters/film/the-princess-2022/
Jordan Raup         6
Madeline Stone      6
agelva              6
Christopher Haskell 6   https://letterboxd.com/haskellch/film/the-princess-2022/
Sean Hillary        6   https://letterboxd.com/seanmovieman/film/the-princess-2022/
Robbie Trencheny    6
Alan French         6
Rachel Wagner       6
Kelly               6
Deborah Margraff    6
Janfinsen           6
CoreyBaker          5
Taylor Baker        5   https://letterboxd.com/earthstaylor/film/the-princess-2022/
Kelseyvdb           5
manda               5   https://letterboxd.com/amxndareviews/film/the-princess-2022/
Madison Harris-Weiner 5   https://letterboxd.com/madisonhw/film/the-princess-2022/
Sara                5   https://letterboxd.com/o_sara_smile/film/the-princess-2022/
BroadwayChris       5
Sam Rosenberg       5   https://letterboxd.com/samjrose/film/the-princess-2022/
A.A. Dowd           5
Josh Brunsting      5
David Sims          4
ambermmace          4
Marco Andre         4

"Resurrection" (Andrew Semans) [Premieres]
#letterboxd
Andrew              10
stone1999           5

"Sharp Stick" (Lena Dunham) [Premieres]
#letterboxd

"To the End" (Rachel Lears) [Premieres]
  Documentary
#letterboxd
Marco Cerritos      5

"We Need To Talk About Cosby" (W. Kamau Bell) [Premieres]
  Documentary
#letterboxd
hellaPhD            10   https://letterboxd.com/hellaphd/film/we-need-to-talk-about-cosby/
mckenziemahina      10
RomanSanchez001     8
Ryan Oliveira       8   https://letterboxd.com/ryanoliveira3/film/we-need-to-talk-about-cosby/
Courtney Thurston   8   https://letterboxd.com/cthurston97/film/we-need-to-talk-about-cosby/
Jon Ursenbach       8   https://letterboxd.com/erunion/film/we-need-to-talk-about-cosby/
TheMuppetKid        7
Zander 🎬 Rockatansky 7   https://letterboxd.com/zanderlreee/film/we-need-to-talk-about-cosby/
filmfann1970        7
Josh @ The Movies   7
Tristan Auyang      6

"When You Finish Saving the World" (Jesse Eisenberg) [Premieres]

David Ehrlich       B+   https://www.indiewire.com/2022/01/when-you-finish-saving-the-world-movie-review-jesse-eisenberg-1234692020/
Benjamin Lee      4    https://www.theguardian.com/film/2022/jan/21/when-you-finish-saving-the-world-review-jesse-eisenbergs-patchy-directorial-debut
Steve Pond              https://www.thewrap.com/when-you-finish-saving-the-world-review-jesse-eisenberg/
Wendy Ide               https://www.screendaily.com/reviews/when-you-finish-saving-the-world-sundance-review/5166759.article
Jacob Oller        6.3 https://www.pastemagazine.com/movies/when-you-finish-saving-the-world-review/
Jordan Raup           C  https://thefilmstage.com/sundance-review-jesse-eisenbergs-when-you-finish-saving-the-world-is-a-slight-directorial-debut/
#letterboxd
Letterboxd 5_Ratings    5.6  https://letterboxd.com/film/when-you-finish-saving-the-world/
yung_neil           10
Madeline Stone      10
Manu Ausin          10
Derrick Clements    10
Rachel              10   https://letterboxd.com/lvckypeach/film/when-you-finish-saving-the-world/
Film Festival Today 10
brycedylan          10
ak0709              10
Christopher Maynard 10
sloth509            10
seltzersloth        10
fanofcinema         10
nanda               10
S_N                 9
teamgal             9
Houston Murphy      9
Brady Cairns        9
Steph_InTransit     9
anya                9
Amelia              9
Sundancekid         9
Reyzando Nawara     9   https://letterboxd.com/reyzando/film/when-you-finish-saving-the-world/
mcneelymike         9   https://letterboxd.com/mcneelymike/film/when-you-finish-saving-the-world/
lauren              9
megan               9
Steven_D            9
edouard             9
Joey Gentile        9
scollins37          8   https://letterboxd.com/scollins37/film/when-you-finish-saving-the-world/
honkytonk007        8
clroelandts         8
Ethan Johnson       8
Justin Booker       8
Cody                8
Noah Dixon          8
goshak              8
Joel Mandelkorn     8
alyssahetterich     8   https://letterboxd.com/alyssahetterich/film/when-you-finish-saving-the-world/
jcclementz          8
Zach Stetson        8
Christopher Kniep   8
Andrew              8
Nick_E              8   https://letterboxd.com/nesqu001/film/when-you-finish-saving-the-world/
Christina           8
moviemom512         8
Adam Hursey         8
ovomarco            8
johannesmehl        8
Max                 8   https://letterboxd.com/3ofcoffeecups/film/when-you-finish-saving-the-world/
Brandon             8
Nathawat Bun-art    8
Zach                8   https://letterboxd.com/rexrocket/film/when-you-finish-saving-the-world/
jonnyross           8   https://letterboxd.com/jonnyross/film/when-you-finish-saving-the-world/
ETC19               8   https://letterboxd.com/etc19/film/when-you-finish-saving-the-world/
Allie               8
Aaron Washing       8
Evan Kraft          8
Caleb Orcutt        8
Morgan              8
Will Redmond        8
JulioSnCensura      8
Douglas Davidson    8
Jeremy Pick         8   https://letterboxd.com/pick_jeremy/film/when-you-finish-saving-the-world/
loquaciousmuse      8
Drew Factor         8   https://letterboxd.com/dfact1/film/when-you-finish-saving-the-world/
cris🧃 @ sundance ‘22 8   https://letterboxd.com/crispy_chicken/film/when-you-finish-saving-the-world/
Krys                8
Colin_C             8
-ˋˏ brynn ˎˊ-       8
Myla                8
Sandra Files        8
Christopher Llewellyn Reed 8
amuells             8
ethan sunkes        8
Jesse               8
junjaemfah          8
Schneid             8
Jordan Sellers      8   https://letterboxd.com/jordansmovies/film/when-you-finish-saving-the-world/
movieelysee         8   https://letterboxd.com/movieelysee/film/when-you-finish-saving-the-world/
Ryan                8
Elizabeth Kasumi    8
Scott Rice          8
Allie               8
J.P. Vitale         8
Brandon             8
santiago            8
ejhageman           8
Josh                8
Giada               8
Alexander Hagani    8
Tyler Tompkins      8
Caterina            8
Connor Ashdown-Ford 8   https://letterboxd.com/moviefestoffic/film/when-you-finish-saving-the-world/
Matthew Mucci       8
Milez Das           8
Eric D. Snider      8
dohanley            8
Sabrina Barreras    8   https://letterboxd.com/sab2002/film/when-you-finish-saving-the-world/
Sir Emo Bunny       8
Jpugh               8
Dan Tabor           8
Arturo Magaña       8
j2tiger             8
Engelbert Rafferty  8
Bean                8
jbatiz12            8
markt84             8
Li Lai              8   https://letterboxd.com/mediaversityrev/film/when-you-finish-saving-the-world/
harper graham       8   https://letterboxd.com/harper6loria/film/when-you-finish-saving-the-world/
Eren Odabasi        8
britt               8
maddie              8   https://letterboxd.com/maddiefilms/film/when-you-finish-saving-the-world/
Laila               8
Moran               8
totallynotMD3       8
Nathan Kovar        8
Tom Grey            8
DannyKlain          8
Abbey               8
lunatimelady        8
1ofmystories        8
Andrew Pope         8
Zach Shevich        8
Christina           8
Robert Daniels      8
Josh Encinias       8
Brother Bro         8
Marya E. Gates      8
Aaron               8
Alex Billington     8
Keith Christen      8
Tiago Ribeiro       8
Diogo Brüggemann    8
snookdog            8
David Sullivan      8
becca               8
Reed Belk           8
Caitlin Dubs        8
David Ehrlich       8
Pramit              8
DaveMizsak          8
flamin_thothoe      8
jessalwaysright     8
Svetozar Lebedyev   8
natalie             8
Lindsay Kincaid     8
ashavit23           8
Alex Jasen          8
Mary Alice Reisse   8
Jay                 8
Evan Gelb           7   https://letterboxd.com/eg42/film/when-you-finish-saving-the-world/
Aya                 7
Tim Brown           7
Mtaber37            7
David Ramon         7   https://letterboxd.com/davidramon/film/when-you-finish-saving-the-world/
Albert Mechsner     7   https://letterboxd.com/amechsner89/film/when-you-finish-saving-the-world/
Connor_B            7   https://letterboxd.com/dailyfilmcritic/film/when-you-finish-saving-the-world/
Henry Gessner       7   https://letterboxd.com/henrygessner/film/when-you-finish-saving-the-world/
keyontehrani        7
Marcus              7
Paris Nguyen        7
bryn baker          7
Sehee Park          7
Dylan               7
1001 FILMS          7
Nick                7
crybaby             7
valerie             7
Karen               7
theNickRowe         7
Michael Roberts     7
Evan @ Sundance _kind of_ 7
Jack Whitehurst     7   https://letterboxd.com/jaydubs63/film/when-you-finish-saving-the-world/
adelinetaylorh      7
bdykeman            7
tyler               7
NikkoCaruso         7
Josh                7
Bryan Sudfield      7
sweetfilmtalk       7
tikitoka            7
jules               7
Lexbones            7
Jonathan Fujii      7
pat                 7
Rob                 7
Aaron Van Maanen    7
Roy Mao             7
NoOneThereSir       7
Sky Fong            7
Pdakich95           7   https://letterboxd.com/pdakich95/film/when-you-finish-saving-the-world/
elmorales           7   https://letterboxd.com/elmorales/film/when-you-finish-saving-the-world/
joemollo            7
JWinn               7
sarah-layne toni    7   https://letterboxd.com/sarahlayne/film/when-you-finish-saving-the-world/
harryflop           7   https://letterboxd.com/harryflop/film/when-you-finish-saving-the-world/
Brenna              7   https://letterboxd.com/brennacurry/film/when-you-finish-saving-the-world/
Christopher Haskell 7   https://letterboxd.com/haskellch/film/when-you-finish-saving-the-world/
Jack                7
Zachary Culleton ☃️ 7
Jared               7
Brandon Peightal    7
jlgeiringer         7
<Todd>              7
Tats                7
Connor Ashley       7
Adam Hakimi         7
maxdaweber          7
Alisa               7
beryl               7   https://letterboxd.com/berylde/film/when-you-finish-saving-the-world/
Dylan Roth          7
Josue               7   https://letterboxd.com/drakeharcoroso/film/when-you-finish-saving-the-world/
CaponeFilms         7
Jeffrey Michael Widman 7
Bryan Tinsley       7
Spencer             7   https://letterboxd.com/spencedude/film/when-you-finish-saving-the-world/
Ben Tanen           7
Trey Breen          7   https://letterboxd.com/treybreen213/film/when-you-finish-saving-the-world/
JakobKolness        7
Hunter Christian    7
Dustin Mason        7
Torrance            7
marthap123          7
Rob_Jones           7
CLOCKWORKalpaca     7
moviereviewninj     7
nightsoff27         7
Josh Sibley         7
BKubacki9302        7
Ploy Sulita         7
MovieMike80         7
Lesley van der Woude 7
Megan Spell         7
Brent Leuthold      7
Sophie              7
chef jeff           7
Caleb John Cushing  7
Carolyn             7
Collin Taylor       7
Dalton              7
blake               7
Bret                7
Joseph Allen        7
Kong                7
jarimar             7
mnaifeh             7
Howard Spierer      7   https://letterboxd.com/howardspierer/film/when-you-finish-saving-the-world/
VadimBogdanov       7   https://letterboxd.com/vadimbogdanov/film/when-you-finish-saving-the-world/
Eli                 7
Mohamed Shama       7
Sam Rosenberg       7   https://letterboxd.com/samjrose/film/when-you-finish-saving-the-world/
trenthy             7
Cade White          7
ClaytonXM           7
Aryan Varma         7
Matt Oakes          7   https://letterboxd.com/ssriot/film/when-you-finish-saving-the-world/
Britt Withers       7   https://letterboxd.com/bwithers18/film/when-you-finish-saving-the-world/
Bill Bria           7   https://letterboxd.com/billbria/film/when-you-finish-saving-the-world/
joereid             7   https://letterboxd.com/joereid/film/when-you-finish-saving-the-world/
ChefPablo           7
Diego Duckenfield-Lopez 7
Cam McAllister      7
Anna Menta          7
JimmyJ              7
ljackson            7
ecaldw21            7
Ross Bonaime        7   https://letterboxd.com/rbonaime/film/when-you-finish-saving-the-world/
LoydCyber           7
Palomita de maíz    7   https://letterboxd.com/palomita_maiz/film/when-you-finish-saving-the-world/
Adam Solomons       7
Simon               7
Cecilia Barroso     7
Brad Gullickson     7   https://letterboxd.com/mouthdork/film/when-you-finish-saving-the-world/
Jacob Mauceri       7   https://letterboxd.com/mauceri/film/when-you-finish-saving-the-world/
bgoodson22          7
Justin Nordell      7
Jake4Prezident      7   https://letterboxd.com/jake4prezident/film/when-you-finish-saving-the-world/
Audrey Fox          7
lsdwa               7   https://letterboxd.com/lsdwa/film/when-you-finish-saving-the-world/
Zach Gilbert        7   https://letterboxd.com/zachbgilbert/film/when-you-finish-saving-the-world/
anthonypapetti      7
Josh                7
Bailey Pennick      7   https://letterboxd.com/bpennick/film/when-you-finish-saving-the-world/
caseyhodgkinson     7
jeseminx            7
DavidHatkoff        7
Deepshikha Deb      7
Pepe Ruiloba        7
Shikhar Verma       7
fishgot             7
Kevin L. Lee        7
Julia Kip           7
samscribner         7
Ale Bellido         7
pasope              7
alexa               7
Katie Romanko       7
Courtney Small      7
Wiktor Krampikowski 7
kwk                 7
marykate01          7
Ari Isenberg        7
Kent M. Wilhelm     7
lissa               7
colbarrios          7
Lily                7
Visually/Auditory   7
Tre22               7
kenny l-m.          7
hgcar02             7
jacob klipstein     7
Corrin              7
nabeel              7
Shashwat            7   https://letterboxd.com/coffeebag569/film/when-you-finish-saving-the-world/
Daniel Hoag         7
Zach DeLuca         7
Tosh Farrell        7
Caleb               7
annika              7
rubi                7
Corwyn              7
George              7
skellert            7
Conor Holt          7
derek               7
Xander Struntz      7
CannibalTriangl     7
Emily               7
Shaun Munro         7
Joey                7
SWeidman122         7
Tyler Walczak       7
Annie Westside      7
Philip Utley        7
eritz               7
CalebWard           7
nluce17             7
marinarasaus        6
Brett Schutt        6
Ker Malkin Gesulga  6
xChillphil          6   https://letterboxd.com/xchillphil/film/when-you-finish-saving-the-world/
Luke Dias           6
John Lane           6
Manny               6
Clark Kline         6
Aldo                6
chris garcia        6
Ella Kemp           6
Daniel Azbel        6
Noah Griffin        6
kaitlinfell         6
Robert Burke        6
aaron               6
Cas Fenton          6
Lucas Calinsky      6
Krittin             6   https://letterboxd.com/krittin/film/when-you-finish-saving-the-world/
Eric                6
Mike Joyce          6
crayonhomey         6   https://letterboxd.com/crayonhomey/film/when-you-finish-saving-the-world/
Scott Danielson     6
tess                6
dantheriver         6
jackshep12          6
Emily               6
maija               6
kayla               6
heyitsaj            6
atessa              6
Spencer Millfelt    6
Rodney Piatt        6
Jessie              6
Jake_J              6
alongfellow         6
sko_Fuy132          6
⋆✰ andy ☼           6
Dickie Greenleaf    6
Movies “Mofa” fan123 6
Aidan               6
Rachel Lovinger     6
Riley Grandson      6
Josh Jensen         6   https://letterboxd.com/jorsh/film/when-you-finish-saving-the-world/
justinecantu        6   https://letterboxd.com/justinecantu/film/when-you-finish-saving-the-world/
cait_sher           6
eunie               6
Christian Cortave   6
Christopher_L       6
velocihardy         6
Dip                 6
Taylor Davis        6
AustinHiggins       6
makenziecorbin      6
film_reviews101     6
Travis Thomas       6
Visible Bruckman    6
TurboSandwich       6
WilliamDixon        6
✧adeline 🔪✧         6
Nicolette Hogan     6
Paul Nadeau         6
Alfredo Medina      6
bailey_scales       6
Alex Ufkin          6
Ewan Graf           6
Thomas Hodgkins     6   https://letterboxd.com/trhodg/film/when-you-finish-saving-the-world/
Wilson              6
Drew Schwartz       6   https://letterboxd.com/_drewschwartz/film/when-you-finish-saving-the-world/
Lia                 6   https://letterboxd.com/galacticbish/film/when-you-finish-saving-the-world/
Steven Golden       6
Andrew Walker       6   https://letterboxd.com/andmwalk/film/when-you-finish-saving-the-world/
Mike Shutt          6   https://letterboxd.com/mikeshutt/film/when-you-finish-saving-the-world/
Mike Wendt          6
Darshan Patel       6
Sam                 6
Diana               6
EvanDoty            6
Thiago              6
andhendricks        6
cinemuach           6
Kolin               6
Poppy Rose          6
Late Movie Reviews  6   https://letterboxd.com/lmr/film/when-you-finish-saving-the-world/
lukas               6   https://letterboxd.com/lutaki/film/when-you-finish-saving-the-world/
Sean Hillary        6   https://letterboxd.com/seanmovieman/film/when-you-finish-saving-the-world/
Stuart Myerburg     6
Torajima            6   https://letterboxd.com/torajima/film/when-you-finish-saving-the-world/
Gio52               6
Emmitt Badman       6
Ryan Jahn           6
Ethan Beard         6
Ethan_175           6
margot__idk         6
Lyd                 6
Conor VS            6
patjeff45           6
heaven_toniight     6
PhyDigiCollCor      6
Austen Heldoorn     6
Mauricio Ribeiro    6
maragibson          6
J_W_M               6
Mario Alegre        6
laslo rojas         6
Courtney Wightman   6
Breanne             6
Hillary Butler      6
Mike McGranaghan    6
Kolby Mac           6
Craig_Elliot        6
David Sims          6
Kevin Wight         6
paulheath           6
jojobinks1          6
skysky15            6   https://letterboxd.com/skysky15/film/when-you-finish-saving-the-world/
Michelle Jaworski   6   https://letterboxd.com/micjaw/film/when-you-finish-saving-the-world/
Ricardo Ramos       6   https://letterboxd.com/rramos1032/film/when-you-finish-saving-the-world/
Jason Tan Liwag     6
wlwmaddy            6   https://letterboxd.com/wlwmaddy/film/when-you-finish-saving-the-world/
marysiroky          6   https://letterboxd.com/marysiroky/film/when-you-finish-saving-the-world/
Andrew Jupin        6   https://letterboxd.com/jupinwhm/film/when-you-finish-saving-the-world/
Mylia               6
candywong           6
raveness            6   https://letterboxd.com/raveness/film/when-you-finish-saving-the-world/
Max                 6   https://letterboxd.com/3ofcoffeecups/film/when-you-finish-saving-the-world/
buffalo             6
Diego Papic         6
captainmelendez     6   https://letterboxd.com/captainmelendez/film/when-you-finish-saving-the-world/
Christian Ortega    6
imnicklazo          6
rupaul              6
jstroud94           6
Matthew St.Clair    6   https://letterboxd.com/filmguy619/film/when-you-finish-saving-the-world/
marnie              6
Jen                 6
Kleinzeit           6
Emily Hennefer      6   https://letterboxd.com/memilyd/film/when-you-finish-saving-the-world/
Clay Youngblood     6
justnatj            6   https://letterboxd.com/justnatj/film/when-you-finish-saving-the-world/
Will Oliver         6   https://letterboxd.com/weallwantsome1/film/when-you-finish-saving-the-world/
t_sar2              6
Joyce Choi          6
jaimepaco           6
brentstiefel        6
rdata               6
Andrew Washington   6   https://letterboxd.com/andymike1209/film/when-you-finish-saving-the-world/
Luke Hicks          6   https://letterboxd.com/lou_kicks/film/when-you-finish-saving-the-world/
Maggie              6
Grady               6
Matt Orenstein      6
Ben Delgado         6
Josie Marie         6
Orlan Harris        6
Britt Layton        6
collpaz             6
Genesis O'neill     6
humzaakbar          6
AGG                 6
amesbakes           6
Keith Noakes        6
manda               6
guyatthemovies      6
Harris Mayersohn    6
Nathaniel_R         6
derekcreilly        6
Charlie Storck      6
Jack Lautaret       6
Ricky               6
Trunnie 🔜 Sundance  6
BrighamTaylor       6
Eric                6
nick                6
andrew 🦇            6
Dor                 6
gabi                6
Paul Lê             6   https://letterboxd.com/zyuranger/film/when-you-finish-saving-the-world/
bluejayn            6
Botbotb             6
Zach Pope           6
leah                6
ProcyonACMi         6
Nautical_Puns       6
James Risk          6
lauravee            6
Javier Chavez       6
Taylor              6
laylamarie          6
Matt_M              6
Sara Clements       6
Jordan Foxworthy    6
Mike                6
Paola               6
Merakoe             6
Alexa               6
diego andaluz       6
Molly               6
GabyCristina        6
Taylor              6
Nesssss             6
Colasante           6
Raed Faisal         6
Jordy The Movie Guy 6
Christopher Cross   6
Josh                6
Cody Villafana      6
Nate                6
WhimsyWizardess     6
Amanda              6
chrosTV             6
Pimp Daddy Maya     6
Katrina Peralta     6
Brad                6
Jacob               6
Chase Hutchinson    6
Joshua Crowder      6
Brandon Fluhr       6
Ema Sasic           6
jos__               6
brookeburns         6
Justin Turner       6
Jerry               6
Tessa Smith         6
jihane              6
parhamac            6
daniel              6
Justin Ahrens       6
Kindred Michael     6
Illumatronics       6
Price Garrison      6
Caedmon Fair        6
mccullae            6
dylan boom          6
Joshua              6
Carson Timar        6
Allison Grace       6
EJ Paras            6
jhayLikesTv         5   https://letterboxd.com/jhaylikestv/film/when-you-finish-saving-the-world/
Nick Dets           5
Reid Nelson         5
fehaberfeld         5
Jordan Jeffries     5
margot              5
𝐇𝐞𝐚𝐭𝐡𝐞𝐫 🌷           5
bryanrusso          5
John Kim            5
Nolan Lampson       5
Eli Staub           5
ChrisFHD            5
Colton Simpson      5
Jason_BE            5
elblonded           5
🕸Jacob 🍂            5
xgrubbyx            5
Ben                 5
laura               5
Den_of_geeks        5
kayla               5
MrEko               5
John Guerin         5
J.S. Lewis          5
Fyeahtalkies        5
Nathan?             5   https://letterboxd.com/nathanthebanana/film/when-you-finish-saving-the-world/
benedictions        5   https://letterboxd.com/benedictions/film/when-you-finish-saving-the-world/
marianist           5
David_M             5
Rafa Sales Ross     5
Jeff                5
Nicolás Navarro     5
lanbah              5
Ben Harrison        5
bernardo            5   https://letterboxd.com/vigosete/film/when-you-finish-saving-the-world/
Dipesh Gupta        5
Aaron Neuwirth      5
Lately              5
Jake                5
Hache Rodriguez     5
Rebecca Shapiro     5   https://letterboxd.com/rshapiro315/film/when-you-finish-saving-the-world/
Andrew Bundy        5   https://letterboxd.com/andrewjb2517/film/when-you-finish-saving-the-world/
mcraig              5   https://letterboxd.com/mcraig/film/when-you-finish-saving-the-world/
GabeLapa            5
Kaczy_Mike          5
bmarine             5
Fico Cangiano       5
Amy                 5
Ryan McQuade        5
Sean Blanford       5
Taylor Baker        5
Jordan Raup         5   https://letterboxd.com/thefilmstage/film/when-you-finish-saving-the-world/
Chris Evangelista   5   https://letterboxd.com/cevangelista413/film/when-you-finish-saving-the-world/
Cevin Kookman       5   https://letterboxd.com/kacman11/film/when-you-finish-saving-the-world/
Doug Laman          5   https://letterboxd.com/dougmovieman/film/when-you-finish-saving-the-world/
audomatic           5
Shaun Louis         5
Ben                 5
Sergey Nekrasov     5   https://letterboxd.com/batesmote1/film/when-you-finish-saving-the-world/
Chris Day           5
kjaustin            5
kat                 5
Mariana Mijares     5
CAHLEB              5
Preston Barta       5   https://letterboxd.com/pab0143/film/when-you-finish-saving-the-world/
Adelyn              5
djhupp              5
Jacqueline          5   https://letterboxd.com/jhallswag4eva/film/when-you-finish-saving-the-world/
glwohlwend          5
theregoesminky      5
Stevie Wong         5   https://letterboxd.com/wongie/film/when-you-finish-saving-the-world/
westboys            5   https://letterboxd.com/westboys/film/when-you-finish-saving-the-world/
Jamie               5
Vadim Rizov         5   https://letterboxd.com/vrizov/film/when-you-finish-saving-the-world/
bglevine            5
Andrew Rosati       5
Lindsey Hill        5
andalman            5
kyra manlove        5
Danielle Solzman    5
jake                5
jbsilver            5
Jared Buckendahl    5
Andrew              5
Jeremy Palladino    5
David Buhrmaster    5
penkalski           5
Benjamin Lee        5
juliannaskl         5
Jennifer            5
maya🌟🌈              5
Austin Burke        5
Real_Life           5
jesusisokay         5
Maggie Lovitt       5
Sara D’Amico        5
Marissa Lambert     5
Jake Wichansky      5
Matt Neglia         5
Maddy Freeman       5
Kevin Wozniak       5
andrew_boi          5
J Wood              5
SERGIO MUÑOZ ESQUER 5
Clint Worthington   5
Hector Ha 🇵🇷        5
zach                5
Brit                5
nickyblakey         5
briansykes          5
Lou Thomas          5
wmavity             5
NerdSoupAaron       5
sophieserage        5
Drew Gregory        5
u_s                 5
Jordan              5
Jonathan Pickett    5
wulfgar111          5
PedroCardote        5
Brian Tallerico     5
Alexandra Parker    5
zoey                5
mel 📼               5
George Ehret        4
Samuel Escobar🇨🇴    4
Geral               4
Guilherme           4   https://letterboxd.com/gkmacho/film/when-you-finish-saving-the-world/
Killua⚡             4
philballins         4
Austin              4
Jed Wagman          4   https://letterboxd.com/filmaddict123/film/when-you-finish-saving-the-world/
FilmFocusOnline     4   https://letterboxd.com/filmfocusonline/film/when-you-finish-saving-the-world/
Rob Hunter          4
Tristan French      4
YMS_adum            4
YourMoviesSuckDOTorg Unofficial 4
Hanna               4
Marco Cerritos      4
Megan               4
tishzka             4
Peter Knegt         4
YMSNotOfficialU     4
Dallas King         4
Scott J. Davis      4
Morgan Rojas        4
Sebby               4
Kristen Maldonado   4
oldfashioned        4
JacobStolworthy     4
Morgan              4
CRPWrites.com       4   https://letterboxd.com/crpwrites/film/when-you-finish-saving-the-world/
Connor Petrey       4   https://letterboxd.com/petreycon/film/when-you-finish-saving-the-world/
LV Taylor           4   https://letterboxd.com/lvtaylor3/film/when-you-finish-saving-the-world/
Priyanka            4
Isaac Feldberg      4
Abdullah            4
jrusshall           4
rdrobb              4
Michael Leon        4
Max Covill          4
Zoé                 4
vmn_three           4
warren              4   https://letterboxd.com/cloroxitys/film/when-you-finish-saving-the-world/
Colin White         4
SAQ                 4
Jeff Nelson         4
kevinyang           4
TheNateflix         4
Kyle Amato          4
Zac Powell          4
Jill Lalonde        4
ElleDubbs           4
Chris Feil          4   https://letterboxd.com/chrisvfeil/film/when-you-finish-saving-the-world/
Michael Cook        4
Karl Delossantos    4
Sean Burns          4
ZacharyBinx         4
Matthew Passantino  4
andrew ha           4
Alana Wright        4
laurenkoo           4
Adam Greiner        4
Maddison Hoffman    4
timetravelleral     4
HyperTrent          4
mallietayl0r        4
Matthew             4   https://letterboxd.com/myessick/film/when-you-finish-saving-the-world/
hannah              4
kaiya shunyata      4
Mariana             4
andré               4
